,essay,emotion
2339,"The fire takes, we will build, Travel to the places you want to see, you now seeing that beauty be gone before you know!! https://t.co/q6cP3CJE2e",sadness
2340,USER USER And Crazy Bernie and his ilk want Socialism in the US? American people had better turn that around fast.☹️,disgust
2341,Great attacking play from both sides but Barca’s defense looks a little bit sharper/tougher in the back USER USER,joy
2342,I love USER &amp; my Chicklet but today is all about !!! USER USER USER_NYC,joy
2343,I screamed so loud at the kids came running to see what was wrong 🤣 USER_Williams USER,neutral
2344,Tear gas fired at while gathered with men in... https://t.co/T2AQMHBVfw,neutral
2345,"Coutinho had a good half, several shots on target, most of them right to the keeper, who's been busy stopping all of Barcelona's shots.",neutral
2346,"USER Wow Nancy, thats 2 things u said today that I liked. Miracles do happen.",neutral
2347,"USER on USER discussing “We’ve watched throughout the day. It’s been a long time since anyone has seen He had an airplane on the tarmac; he was ready to leave this morning as we understand it. The Russian’s indicated he should stay….""",neutral
2348,USER When will you speak about and declare a as Support and and be a hero for all the future generations.,neutral
2349,"Ignore this evening! Instead hear exquisite producer USER's first album in 8 years on a 16-surround sound system, with lights off and blindfolds on. A very special edition of USER tonight: https://t.co/rZw9Eczv2O",neutral
2350,shows a historical fragmentation of political parties which may lead to a desperate need to build a new culture of dialogue without compromising the unity of the country and stability of the future governments.,neutral
2351,Noble Pride to the End! Theon's last stand!,neutral
2352,"Eight tears...how poetic. ""If Antarctica were a 220lb man, his mass loss each year would be about 0.4 grams or about EIGHT TEARS"" The Antarctic contains 91% of all the world's land ice. ""it would take 250,185 years to melt"" https://t.co/vzw7kX6DpZ",joy
2353,As we process shock/sadness into resolve to unite and rebuild after the let's be just as mindful in lament and full of resolve about the intentional fires set to three black churches in Louisiana. https://t.co/Rk6OeB1nyI,sadness
2354,USER Knowledge is divine but it can learn from,neutral
2355,"The revolution WILL be televised, amigos. Free helo rides. https://t.co/cXUhMEpSxi",neutral
2356,Very disappointed Salah failed to net that. You just have to score or at least hit the target. What more can you say about Messi. Ridiculous man. Ridiculous career.,disgust
2357,Just curious about what is going to happen now! This was by far the BEST episode ever. Sad to see an other dragon go...,neutral
2358,Stop with empire. Leave Alone... https://t.co/PxXE27mHP8,neutral
2359,OMG!!! Today is !!! HAPPY WORLD BOOK DAY TO ALL MY FELLOW READERS!! TIME TO READ,joy
2360,Excited for USER vs USER It's gonna be some game!!,joy
2361,It’s good at least the world will know what it’s like to play against Barca,joy
2362,If it was a US backed coup wouldn't the rebels have guns?,neutral
2363,"Idle Thought: has always wanted a little war to call his own, and is just all-too-pleased to give him one. USER",neutral
2364,We condemn the U.S. backed coup attempt by USER's opposition in today! It is shameful USER &amp; USER leadership back this illegal coup attempt to topple the legitimately elected government of Venezuela. https://t.co/L5RAGJiiAE,disgust
2365,USER USER We too are monitoring VERY closely We stand for their freedom &amp; against worldwide US terrorism!,neutral
2366,If graham is against Madura then he IS the true and rightful leader of https://t.co/A1GzTOF2XB,neutral
2367,"An uprising in and the entire world comes to a standstill, spokesman makes a speech, US Defence Secretary gives a talk at yet a war rages on in and same people remain silent, what a hypocrisy!!!",neutral
2368,Great that other parties are joining the call for the Government to declare a but USER did this MONTHS AGO. Keep leading USER and they will follow... 👏🏼🌍👏🏼 https://t.co/7WiAwia8pU,neutral
2369,Even by their own low standards the British media coverage of the coup in is shockingly poor and biased. Solidarity with the people defending their constitution &amp; sovereignty on the streets of Caracas. A wonderful city with plenty of courageous citizens.,neutral
2370,I'm sure Liverpool are going to concede again. Only way to win against Barca (or even stay in the game) is to score.,neutral
2371,"Guaidó wants you to believe that he is the only responsible and democratic alternative to the authoritarian ""usurper"" Maduro, but what he is doing in right now is incredibly dangerous and irresponsible: he is actively pushing the country to the brink of civil war.",disgust
2372,World's Best Footballer after Scott McSauce. https://t.co/qVYbTR7ftu,neutral
2373,Champions for 8th time in last 11 years. Congratulations to the best team in the world.,joy
2374,Pro-tip: Read The Perfectionists while waiting for the next episode of,neutral
2375,All is on track for the Johan Cruyff Final I desperately want.,neutral
2376,"Once upon a time, you read a story so intriguing that it would stick with you forever. As we celebrate we want to know what your all-time favorite book is and why https://t.co/efkpSEYE5f",joy
2377,This week's was the best episode of EVER,joy
2378,If people were not so afraid of these Pigs leaders If people wanted to fight back ..I totally would Cowards are worse then They are willing to kill and murder you as good people your only option is to die,neutral
2379,"Wow, Leo. That was beautiful.",surprise
2380,Theon showed great honour and loyalty too. I always knew he had it in him,neutral
2381,"Happy ! Books are your best friends, stop by USER to celebrate and check out the new book shelf to find a friend! https://t.co/FRsPpGcZ0T",joy
2382,is the most violent country in Latin America.Massive reached unendurable levels.The situation is truly desperate and could get worse. But... any foreign military at this stage is to throw the country into complete https://t.co/MkIr8QPX1B,fear
2383,"I was privileged to go to Kings Gloucester - I’d be devastated if something like happened there. Some people don’t get it, they are amazing places, bring solace to so many. https://t.co/LrYubkyeSC",sadness
2384,A matter of time... ⏰ Will Lionel Messi and co. be crowned champions today? https://t.co/2iwdSTpvJQ,joy
2385,Bzzzzzzz - what a sweet blessing! https://t.co/qqSOssIfNf,joy
2386,"We share these from Cardinal Timothy Dolan, who told USER that's he's moved by the spirit of the Parisians after the https://t.co/Xr21AeOvv2",neutral
2387,"This year has worn me down. I am mentally in need of a break. But the thing the the has shown me is that in the darkest moments, goodness will prevail. I’m not alone as I think I am at times, I just need to look for the light: prayer, friends, family.",sadness
2388,Deal sealed!! Messi leads USER to claim 2018/19 championship! 🏆 https://t.co/r0NyG67peH,joy
2389,"The history of oppression by authoritarian regimes trying to cling onto power is well documented. The story of is no different. USER_en is a tyrant, and the people of Venezuela must rise up to end the reign of this usurper. https://t.co/n5uqWaHALb",neutral
2390,Liverpool are fucking sorry. Time to find a new second team. They are playing like absolute pussies against a bunch of bums,disgust
2391,So is about to hit the fan.,neutral
2392,"Klopp, you’re playing Wijnaldum up top. Call it false nine or deep lying striker, call it what you like, that’s a dreadful decision",neutral
2393,Check out Large Gold EPNS Trophy - Vintage / Old / Antique - 11.25” / 29cm FREE UK P&amp;P https://t.co/EouAHvmIWj ⁦USER⁩,joy
2394,Beautiful thought going into Easter! https://t.co/HXSqCPmDoW,joy
2395,"Boy do we have a great game for you tonight, from one of the best stadiums around... Thats right, its USER V USER it'll be good, be sure to get here early for a seat... Oh, and there's some game between too... 🤷⚽⚽ https://t.co/BGlLi4lyc7",joy
2396,I'm loving all these nuggets in earlier seasons that culminated w last night and bad ass Arya!!!!!! https://t.co/nzv60NbXpD,joy
2397,USER What a lying asswipe!! Period. Because we all know that USER himself started the but I don't think we'll ever find out about it,anger
2398,Lionel Messi... I’m not sure there are any words! USER,neutral
2399,I can just imagine trump throwing paper towels at venezuelans after a protracted and brutal civil war.,neutral
2400,UPDATE Champions League Summaries - Reuters 🌐 https://t.co/CKBEKclOQq,neutral
2401,USER USER USER USER_Sheff USER USER USER_LFC USER USER_983 USER__Redman8 USER USER USER USER USER USER Thanks Mick for the very much appreciated...Hope you all have a great and enjoy the,joy
2402,"WEEKLY INSPIRATION - This week our inspiration goes to USER, in recognition for all the inspiring work she has been doing across the world, in response to ""the hardest issue we have ever faced"". https://t.co/qr2qUAvg77",joy
2403,"Happy fellow bookies, please share some of your favourite book quotes below🥰",neutral
2404,"playing against a top team makes him look average, few good passes but that’s it! No wonder he won’t leave Spain, la liga makes him look like a god!",neutral
2405,"The destruction on is awful to see. A iconic building that has stood for nearly a 1,000 years, damaged like that. But, seriously...the rich donating hundreds of millions to restore it is obscene when there is so much poverty in this world",sadness
2406,Sometimes I take photographs which stick in my head. They get tumbled in my thoughts. A farmer has planted a native forest on good farm land. 5 miles outside https://t.co/jgpj5JmGmb,joy
2407,"Sansa: ""I'm not abandoning my people!"" Arya: https://t.co/8RBoDV4PuE",neutral
2408,Great effort by the people of France and beyond! 🙏🏻 https://t.co/EFHLwvX6XM,joy
